Index	MBH038	MBH039	MBH040	MBH041	MBH042	MBH043	MBH044	MBH045	MBH046	MBH047	MBH048	MBH049	MBH050	MBH051	MBH052	MBH053	MBH054	MBH055	MBH056	MBH057	MBH058	MBH059	MBH060	MBH061	MBH062	MBH063	MBH064	MBH065	MBH066	MBH067	MBH068	MBH069	MBH070	MBH071	MBH072	MBH073	MBH074	MBH075	MBH076	MBH077	MBH078	MBH079	MBH080	MBH081	MBH082	MBH083	MBH084	MBH085	MBH086	MBH087	MBH088	MBH089	MBH090	MBH091	MBH092	MBH093	MBH094	MBH095	MBH096	MBH097	MBH098	MBS1115	MBS1116	MBS1117	MBS1118	MBS1119	MBS1120	MBS1121	MBS1122	MBS1123	MBS1124	MBS1125	MBS1126	MBS1127	MBS1128	MBS1129	MBS1130	MBS1131	MBS1132	MBS1133	MBS1134	MBS1135	MBS1136	MBS1137	MBS1138	MBS1139	MBS1140	MBS1141	MBS1142	MBS1143	MBS1144	MBS1145	MBS1146	MBS1147	MBS1148	MBS1149	MBS1150	MBS1151	MBS1152	MBS1153	MBS1154	MBS1155	MBS1156	MBS1157	MBS1158	MBS1159	MBS1160	MBS1161	MBS1162	MBS1163	MBS1164	MBS1165	MBS1166	MBS1167	MBS1168	MBS1169	MBS1170	MBS1171	MBS1172	MBS1173	MBS1174	MHH247	MHH248	MHH250	MHH251	MHH252	MHH253	MHH254	MHH255	MHH256	MHH257	MHH258	MHH259	MHH260	MHH261	MHH262	MHH263	MHH264	MHH326	MHH327	MHH328	MHH329	MHH330	MHH331	MHH332	MHH333	MHH334	MHH335	MHH336	MHH337	MHH338	MHH339	MHH340	MHH341	MHH342	MHH343	MHH344	MHH345	MHH346	MHH347	MHH348	MHH349	MHH350	MHH351	MHH352	MHH353	MHH354	MHH355	MHH356	MHH357	MHH358	MHH359	MHH360	MHH361	MHH362	MHH363	MHH364	MHH365	MHH366	MHH367	MHH368	MHH369	MHH370	MHH371	MHH372	MHH373	MHH374	MHH375	MHH376	MHH377	MHH378	MHH379	MHH380	MHH381	MHH382	MHH383	MHH384	MHH385	MHH386	MHH387	MHH388	MHH389	MHH391	MHH392	MHH393	MHH394	MHH395	MHH396	MHH397	MHH514	MHH515	MHH516	MHH517	MHH518	MHH519	MHH520	MHH521	MHH522	MHH523	MHH524	MHH525	MHH526	MHH527	MHH528	MHH529	MHH530	MHH531	MHH532	MHH533	MHH534	MHH535	MHH536	MHH537	MHH538	MHH539	MHH540	MHH541	MHH542	MHH543	MHH544	MHH545	MHH546	MHH547	MHH548	MHH549	MHH550	MHH551	MHH552	MHH553	MHH554	MHH555	MHH556	MHH557	MHH558	MHH559	MHH560	MHH561	MHH562	MHH563	MHH564	MHH565	MHH566	MHH567	MHH568	MHH569	MHH570	MHH571	MHH572	MHH573	MHH574	MHH575	MHH576	MHH577	MHH578	MHH579	MHH580	MHH581	MHH582	MHH583	MHH584	MHH585	MHH586	MHH587	MHH588	MHH589	MHH590	MHH591	MHH592	MHH593	MHH594	MHH595	MHH596	MHH597	MHH598	MHH599	MHH600	MHH601	MHH602	MHH603	MHH604	MHH605	MHH606	MHH607	MHH608	MHH609	MHH610	MHH611	MHH612	MHH613	MHH614	MHH615	MHH616	MHH617	MHH618	MHH619	MHH620	MHH621	MHH622	MHH623	MHH624	MHH625	MHH626	MHH627	MHH628	MHH629	MHH630	MHS118	MHS119	MHS120	MHS121	MHS122	MHS123	MHS124	MHS125	MHS126	MHS127	MHS128	MHS129	MHS130	MHS131	MHS132	MHS133	MHS134	MHS135	MHS136	MHS137	MHS138	MHS139	MHS140	MHS141	MHS142	MHS143
Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00382	0	0	0	0	0	0.03054	0	0	0	0	0	0.01479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157	0	0.00293	0	0	0	0.00174	0	0.00418	0	0	0	0	0	0	0	0	0	0.0153	0	0	0	0.1803	0	0	0	0	0.00359	0	0	0.18313	0	0	0	0.3344	0	0	0	0	0	0	0	0	0.03676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208	0	0	0	0	0	0	0.00434	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0.00645	0	0	0	0	0.01689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0.00428	0	0	0.5849	0	0	0	0	0	0	0	0	0	0	0	0	0.0208	0	0	0	0	0	0	0	0	0	0	0	0	0.35442	0	0.2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07575	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03784	0	0	0	0	0	0	0	0	0	0.00889	0	0	0	0	0	0	0	0	0	0.01577	0.0033	0	0	0	0	0	0	0	0	0	0	0.00253	0	0	0.01806	0	0	0	0	0	0	0	0	0.03965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02554	0.19096	0	0	0	0	0	0	0	0.03023	0	0	0	0	0	0
Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384	0	0	0	0	0	0	0.01389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01832	0	0	0	0	0.01004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71113	0	0	0	0.03408	0	0	0	0	0	0	0	0	0	0	0.04261	0	0.07034	0	0	0.00562	0	0.05282	0	0.00037	0	0	0	0.00434	0	0.01712	0	0	0	0	0.0256	0	0.87086	0	0	0	0.02497	0	0	0	2.53437	0.00091	0	0	0	0.62432	0.06444	0	0	0	0	0.06817	0	0.03464	0.09305	0	0.12172	0	0.01161	0.01424	0.21434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755	0	0.42699	0	0	0	0.0611	0	0.02925	0	0.20793	0	0	0	0	0	0	0	0.20345	0	0	0.00514	0.11993	0	0	0	0	0.00462	0	0.00535	1.28541	0	0	0	0	0	0	0.01968	0	0	0	0	0	0	0	0	0.00103	0	0.0705	0	0	0.00141	0	0	0	0.23514	0	0	0	0	0.33812	0.00166	0.91607	0	0.01453	0.00446	0	0.00124	0.0139	0	0.1113	0.0037	0	0	0.00355	0.47103	0	0	0	0.00649	0	0	0	0	0	0	0	0	0.79607	0	0.03446	1.09726	0.00473	0	0	0	0.00196	0	0	0	0	0	0	0	0	0.01396	0	0	0.06442	0	0	0	0	0.21758	0.01992	0	0.03988	0	0	0.03096	0	0	0	0	0	0.10443	0	0.00211	0	0	0	0.00018	0.78136	0	0	0	0	0.00366	0	0	0	0	0	0	0	0.02092	0	0.02313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0.00072	0.0322	0	0	0	0	0	0	0	0	0	0	0.01846	0	0	0.00439	0	0	0	0.00056	0	0	0.03831	0	0.04988	0	0	0	0.15698	0	0	0	0	0	0	0	0	0	0.00052	2.23298	0	0	0.01249	0.05791	0	0	0	0	0	0	0.08235	0	0	0.03001	0.12213	0	0	0	0.17844	0	0	0	0.03038	0	0	0	0	0.04143	0	0.06232	0	0	0	0	0	0	0.43613	0	0	0	0	0	0.06364	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96669	0	0	0	0.0412	0	0	0.00076	0.00043	0	0	0	0	0.00589	0	0.02143	0	0.0281	0	0	0.00028	0	0.04772	0	0	0	0	0	0.00583	0	0.02248	0	0	0	0	0.01479	0	0.84188	0	0	0	0.01356	0	0	0	0	0.00024	0	0	0	0.66844	0	0	0	0	0	0.03887	0	0.09048	0	0	0.07337	0	0	9e-04	0.4378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01113	0	0.48545	0	0	0	0.01964	0	0	0	0.28827	0	0	0	0	0	0	0	0.15493	0	0	0.02183	0.05855	0	0	0	0	0.00973	0	0.01711	2.55696	0	0	0	0	0	0	0.02357	0	0	0	0	0	0	0	0	0.00034	0	0.10094	0	0	0.00433	0	0	0	0.15261	0	0	0	0	0.05639	0.00177	0.20713	0	0.03153	0.00777	0	0.00486	0.00715	0	0.09638	0.01049	0	0	0.01146	0.46016	0	0	0	0.01735	0	0.00063	0	0	0	0	0.00214	0	0.4589	0	0.06361	1.17319	0.01062	0	0	0	0.00711	0	0	0	0	0	0	0	0	0.0205	0	0	0.04107	0	0	0	0	0.02509	0.4266	0	0.09011	0	0	0.04686	0	0	0	0	0	0.05381	0	0.00787	0	0	0	0.00381	1.42031	0	0	0	0	0.00847	0	0	0	0	0	0	0	0.02252	0	0.01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183	0.00836	0.02267	0	0	0	0	0	0	0	0	0	0	0.02148	0	0	0.00823	0	0	0.00229	0.00231	0	0	0.06023	0	0.03258	0	0	0	0.03585	0	0	0	0	0	0	0	0.00158	0	0.00297	0	0	0	0.01389	0.0314	0	0	0	0	0	0	0.16965	0	0	0.038	0.09825	0	0	0	0.15433	0	0	0	0.04443	0	0	0	0	0.02995	0	0.05875	0	0	0	0	0	0	0.11094	0	0	0	0	0	0.02402	0	0	0	0	0	0	0	0	0	0	0
Morganella_morganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00932	0	0.00384	0	0	0	0	0	0	0	0	0	0.00406	0	0.00318	0	0	0	0	0.06649	0	0.08528	0	0.00183	3.41867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25274	0	0	0	0	0	2.08908	0	0	0	0	0	0	0.02062	0.01214	0	0	0	1.14151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17504	0	0	0	0	0	0	0.23126	0	0	0	0	0.12056	0	0	0	0	0	0	0.1323	0.0067	0	0.00151	0	0	0	0	0.00424	0	0	0	0	0	0	0	0	0	0	0.32812	0	0	0	0	0	0	0	0	0	0.13803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757	0.02124	0	0	0.00394	0	0	0	0	0	0	0	0	0.00661	0	0	0	0	0	0	0	0	0.00127	0	0.02282	0.02454	0.16868	12.27607	0	0	0	0	0	0	0	0	0	8.4892	0	0	0	0	0	0	0.0089	0.00441	0.00295	0.0042	0.0309	0.03716	12.5441	0.00524	0.00909	0.00096	0.00257	0	0	0	0	0.33269	0	0	0	0	0	0	0	0	0	0.08026	0	0	0	0	0	0	0	0	0.02765	0	4.99379	0	0.03252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3495	0.00585	0.92716	0	0	0.00936	0	0	0	0	0	0	0	0	0	0	0.25389	0	0	0	0	0	0.00558	0	0	0	0	0	0	0	0	0
Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24516	0.00161	0.00351	0.10717	0	0	0	0.00082	0	0	0	0	0.00084	0.26408	0	0.01116	0	0	0	0	0	0	0	0	0	0.01282	0	0	0	5.28854	0	0	0	0	0	0	0	0.67059	0	0	0	0.27876	0	0	0.79807	0	0	0	0	0	0	0	0	0	0	0	12.90966	0.25849	0.00277	0	0.06592	0.00164	0	0.00258	0.02706	0	0.01502	0	0.32537	0	0	0	0	0	0	0	0	0	0	0	0.16695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21543	0	0	0	0	0	0	0	0	0.23957	0	0.88626	0	0	0	0	0	0	0.05883	0	0	0	0	0.00486	0	0	0	0	2.37145	0	0.05894	1.09492	0	0	0	0	0	0	0	0	0	0	0.04511	0.00918	0	0	0	0	0	0.02168	0	0	0	0.10937	0	0	0	0	0	0.0241	0	0	0	0	0	0	0	0.21037	0	0	0.23917	0	0	0	0	0	0	0.00175	0	1.62675	0	0	0.65693	0.0067	0	0	0	0.14535	2.65967	0.00425	0.20763	0.0093	0	0.00623	0.04936	13.12209	0.02056	0.01179	0.02739	75.53905	0.03642	0.00957	0.01748	0.02738	0.037	0	0.04916	0	0.06101	0.01162	0.85556	0.03461	0.21261	14.0109	0	0	0	0	0	0.0079	0	0	0	6.64776	0	0.32569	0.00185	0	0.00666	0	0	0.00991	0.00981	0.00925	0.08328	0.06562	26.31389	0.01431	0.02405	0.0184	0.01129	0	0	0	0	0	0	0	0	3.8379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23156	0	0	0	0	0	0	0	0	0	0	3.37284	0	0	0	0	0	0	0	0	0.02288	0.03285	0.0558	0.12386	0.26157	30.61066	0.10509	0.01759	0.08434	0	0	0	0	0	0	0	0	0	0	0.14341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0.00119	0.00452	0.00017	0	0	0.00036	0	0	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00597	0	0.01295	0	0	0.19522	0	0	0	0	0	0	0	0	0	0	0	0	0.00665	0	0	0	0	0	0	0	0	0	0	0.02196	0	0	0	0	0	0	0	0.00293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01317	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0.00423	0	0	0	0	0	0	0.00467	0.00307	0.001	0	0	0	0	0	0.00403	0	0	1e-05	0.00712	0.00435	0	0	0	0	0	0.00499	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13826	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0.00654	0	0.00859	0	0	0.00802	0	0.01009	0	0	0	0.00138	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus_penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35745	0	0	0	0	0	0	11.54575	0	0.00079	0	0	0	0.04799	0	0	0	0	0	0	2.7912	0	0.005	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0.11624	0	0	0	0	0	0	0.00633	0.03871	0	0.00567	0	0.03314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04164	0	0	0	0	0	0	0	0	0	0	0.47129	0	0	0	0	0	0	0.49709	0	0	0.01953	0	0.03773	0	0	0	0	0.03146	0	0.0426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14161	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_rettgeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0.23123	0	0	0	0	0	0	0	0	0	0.05313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536	0	0	0	0	0.01226	0	0	0	0	0	0	0	0.00819	0	0	0	0.01279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47337	0	0	0	0	0	0	0	0	0	0	0.00959	0	0	0	0	0	0	0.05264	0	0	0	0	0	0	0	0	0	0.03853	4.0848	0	0	0	0	0	0	0.00396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0	0	0	0.20363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19793	0	0.00251	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199	0	0	0	0	0	0	0	0	0	0	0.22186	0	0	0	0	0	0	0.02213	0	0	0	0	0.01052	0	0	0	0	0	0	0	0	0	0	0	0	0.00335	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0.0103	0	0	0	0	0	0	0	0	0.00629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01888	0.00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04593	0
Yersinia_enterocolitica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_koseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22021	0	0	0	0	0	0	0	3.35778	0	0.00206	0	2.37028	0.00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762	0	0.01579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_fergusonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04311	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plesiomonas_shigelloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
